ds,trend,cap,floor,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ingressi_ti_lag3,ingressi_ti_lag3_lower,ingressi_ti_lag3_upper,nuovi_pos_lag6,nuovi_pos_lag6_lower,nuovi_pos_lag6_upper,ricoverati_con_sintomi_lag3,ricoverati_con_sintomi_lag3_lower,ricoverati_con_sintomi_lag3_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,pct_occ,over70,over80,over85
2021-01-07 17:00:00,187.02338715513156,1200,0,408.1340471825014,497.1425773234016,187.02338715513156,187.02338715513156,262.2320291621323,262.2320291621323,262.2320291621323,259.45773203434203,259.45773203434203,259.45773203434203,26.812318391161373,26.812318391161373,26.812318391161373,5.890885675383742,5.890885675383742,5.890885675383742,226.75452796779692,226.75452796779692,226.75452796779692,2.7742971277902257,2.7742971277902257,2.7742971277902257,0.0,0.0,0.0,449.25541631726384,37.437951359771986,False,False,False
2021-01-09 17:00:00,186.43751026314433,1200,0,402.88148363634554,484.60207928757643,186.43751026314433,186.43751026314433,258.5413355862389,258.5413355862389,258.5413355862389,262.3587101035302,262.3587101035302,262.3587101035302,41.69549945459937,41.69549945459937,41.69549945459937,-0.21016999001924805,-0.21016999001924805,-0.21016999001924805,220.8733806389501,220.8733806389501,220.8733806389501,-3.8173745172912517,-3.8173745172912517,-3.8173745172912517,0.0,0.0,0.0,444.9788458493832,37.0815704874486,False,False,False
2021-01-18 17:00:00,183.819584516982,1200,0,426.318249674138,511.0490368824333,183.819584516982,183.819584516982,285.39128958366706,285.39128958366706,285.39128958366706,281.97569040584085,281.97569040584085,281.97569040584085,35.31699328455452,35.31699328455452,35.31699328455452,1.971490413071242,1.971490413071242,1.971490413071242,244.6872067082151,244.6872067082151,244.6872067082151,3.4155991778262407,3.4155991778262407,3.4155991778262407,0.0,0.0,0.0,469.21087410064905,39.10090617505409,False,False,False
2021-01-20 17:00:00,183.2419284690331,1200,0,395.40441153090956,480.8595401768874,183.2419284690331,183.2419284690331,254.58613721298295,254.58613721298295,254.58613721298295,248.47200875403058,248.47200875403058,248.47200875403058,5.550631157678529,5.550631157678529,5.550631157678529,3.729669211813511,3.729669211813511,3.729669211813511,239.19170838453854,239.19170838453854,239.19170838453854,6.114128458952355,6.114128458952355,6.114128458952355,0.0,0.0,0.0,437.828065682016,36.485672140168,False,False,False
2021-01-22 17:00:00,182.66576140966478,1200,0,414.8824100108975,497.2199247082542,182.66576140966478,182.66576140966478,271.76987307135465,271.76987307135465,271.76987307135465,276.22041216517425,276.22041216517425,276.22041216517425,22.559980944464805,22.559980944464805,22.559980944464805,5.6952079685469785,5.6952079685469785,5.6952079685469785,247.9652232521625,247.9652232521625,247.9652232521625,-4.450539093819654,-4.450539093819654,-4.450539093819654,0.0,0.0,0.0,454.4356344810194,37.869636206751615,False,False,False
2021-02-01 17:00:00,179.80719787999746,1200,0,382.07259413783316,465.62992510765207,179.80719787999746,179.80719787999746,244.07341949566822,244.07341949566822,244.07341949566822,240.65782031783706,240.65782031783706,240.65782031783706,3.424462434330244,3.424462434330244,3.424462434330244,2.8622620635968103,2.8622620635968103,2.8622620635968103,234.37109581991,234.37109581991,234.37109581991,3.4155991778311674,3.4155991778311674,3.4155991778311674,0.0,0.0,0.0,423.8806173756657,35.32338478130547,False,False,False
2021-02-06 17:00:00,178.3917874927997,1200,0,393.6829163189797,479.98675692789686,178.3917874927997,178.3917874927997,258.7578903185398,258.7578903185398,258.7578903185398,262.57526483583615,262.57526483583615,262.57526483583615,20.43381222111652,20.43381222111652,20.43381222111652,3.3353932353513747,3.3353932353513747,3.3353932353513747,238.80605937936824,238.80605937936824,238.80605937936824,-3.817374517296323,-3.817374517296323,-3.817374517296323,0.0,0.0,0.0,437.14967781133953,36.42913981761163,False,False,False
2021-02-10 17:00:00,177.26609103149522,1200,0,412.82334461810336,501.03046948920905,177.26609103149522,177.26609103149522,278.631949285139,278.631949285139,278.631949285139,272.5178208261647,272.5178208261647,272.5178208261647,35.31699328455452,35.31699328455452,35.31699328455452,3.986678737211052,3.986678737211052,3.986678737211052,233.21414880439917,233.21414880439917,233.21414880439917,6.114128458974237,6.114128458974237,6.114128458974237,0.0,0.0,0.0,455.89804031663425,37.991503359719516,False,False,False
2021-02-12 17:00:00,176.7054482429262,1200,0,386.39726205365247,470.760820029154,176.7054482429262,176.7054482429262,254.29882414170737,254.29882414170737,254.29882414170737,258.7493632355449,258.7493632355449,258.7493632355449,16.181474774419954,16.181474774419954,16.181474774419954,3.665416830464126,3.665416830464126,3.665416830464126,238.9024716306608,238.9024716306608,238.9024716306608,-4.450539093837517,-4.450539093837517,-4.450539093837517,0.0,0.0,0.0,431.00427238463357,35.917022698719464,False,False,False
2021-02-14 17:00:00,176.14627321784053,1200,0,400.92807728365074,484.6752763217157,176.14627321784053,176.14627321784053,264.7276190677408,264.7276190677408,264.7276190677408,272.3252445723052,272.3252445723052,272.3252445723052,28.93848711450966,28.93848711450966,28.93848711450966,1.3026815344799136,1.3026815344799136,1.3026815344799136,242.08407592331565,242.08407592331565,242.08407592331565,-7.59762550456442,-7.59762550456442,-7.59762550456442,0.0,0.0,0.0,440.87389228558135,36.73949102379845,False,False,False
2021-02-19 17:00:00,174.75474455248957,1200,0,397.9616342965366,480.4956004076792,174.75474455248957,174.75474455248957,261.7789483125719,261.7789483125719,261.7789483125719,266.2294874064007,266.2294874064007,266.2294874064007,5.550631157678529,5.550631157678529,5.550631157678529,3.458056872472928,3.458056872472928,3.458056872472928,257.22079937624926,257.22079937624926,257.22079937624926,-4.45053909382877,-4.45053909382877,-4.45053909382877,0.0,0.0,0.0,436.5336928650615,36.37780773875512,False,False,False
2021-02-20 17:00:00,174.47753555976922,1200,0,426.4243027436801,509.44390803512465,174.47753555976922,174.47753555976922,291.3049909873058,291.3049909873058,291.3049909873058,295.12236550460335,295.12236550460335,295.12236550460335,35.31699328455452,35.31699328455452,35.31699328455452,3.259458602847555,3.259458602847555,3.259458602847555,256.5459136172013,256.5459136172013,256.5459136172013,-3.817374517297518,-3.817374517297518,-3.817374517297518,0.0,0.0,0.0,465.782526547075,38.815210545589586,False,False,False
2021-02-22 17:00:00,173.92421237438342,1200,0,441.7023360014012,528.3290970083773,173.92421237438342,173.92421237438342,310.88864536266135,310.88864536266135,310.88864536266135,307.47304618484714,307.47304618484714,307.47304618484714,54.45251179468908,54.45251179468908,54.45251179468908,-2.464844462824949,-2.464844462824949,-2.464844462824949,255.485378852983,255.485378852983,255.485378852983,3.415599177814251,3.415599177814251,3.415599177814251,0.0,0.0,0.0,484.81285773704474,40.40107147808706,False,False,False
2021-03-16 17:00:00,167.93345612581763,1200,0,684.8303496327394,767.1293612363711,167.93345612581763,167.93345612581763,558.54510238555,558.54510238555,558.54510238555,554.9835880344416,554.9835880344416,554.9835880344416,69.33569285812706,69.33569285812706,69.33569285812706,-8.554217877073503,-8.554217877073503,-8.554217877073503,494.202113053388,494.202113053388,494.202113053388,3.56151435110834,3.56151435110834,3.56151435110834,0.0,0.0,0.0,726.4785585113676,60.5398798759473,False,False,False
2021-03-21 17:00:00,166.59625051747838,1200,0,773.1853688518804,857.3905600433216,166.59625051747838,166.59625051747838,648.7090067976858,648.7090067976858,648.7090067976858,656.3066323022517,656.3066323022517,656.3066323022517,103.35439243169962,103.35439243169962,103.35439243169962,-8.063563328587291,-8.063563328587291,-8.063563328587291,561.0158031991394,561.0158031991394,561.0158031991394,-7.5976255045660706,-7.5976255045660706,-7.5976255045660706,0.0,0.0,0.0,815.3052573151642,67.94210477626369,False,False,False
2021-03-23 17:00:00,166.06387405801115,1200,0,752.6251760573919,833.5750167823289,166.06387405801115,166.06387405801115,627.3985261056699,627.3985261056699,627.3985261056699,623.8370117545562,623.8370117545562,623.8370117545562,65.0833554114305,65.0833554114305,65.0833554114305,-5.636575651253693,-5.636575651253693,-5.636575651253693,564.3902319943794,564.3902319943794,564.3902319943794,3.5615143511136518,3.5615143511136518,3.5615143511136518,0.0,0.0,0.0,793.4624001636811,66.12186668030677,False,False,False
2021-03-24 17:00:00,165.79822174173228,1200,0,856.8288219092848,941.3711488424025,165.79822174173228,165.79822174173228,731.8926364833922,731.8926364833922,731.8926364833922,725.7785080244258,725.7785080244258,725.7785080244258,141.62542945196873,141.62542945196873,141.62542945196873,-3.2796814808466976,-3.2796814808466976,-3.2796814808466976,587.4327600533038,587.4327600533038,587.4327600533038,6.11412845896634,6.11412845896634,6.11412845896634,0.0,0.0,0.0,897.6908582251244,74.80757151876037,True,False,False
2021-03-26 17:00:00,165.26798762912074,1200,0,829.1273017373043,916.4054220144402,165.26798762912074,165.26798762912074,708.7495497378773,708.7495497378773,708.7495497378773,713.2000888316904,713.2000888316904,713.2000888316904,126.74224838853077,126.74224838853077,126.74224838853077,-2.2282788769476665,-2.2282788769476665,-2.2282788769476665,588.6861193201073,588.6861193201073,588.6861193201073,-4.450539093813093,-4.450539093813093,-4.450539093813093,0.0,0.0,0.0,874.017537366998,72.83479478058317,True,False,False
2021-04-03 17:00:00,163.16128619057804,1200,0,790.0045623860741,874.0406667333815,163.16128619057804,163.16128619057804,670.0278588222391,670.0278588222391,670.0278588222391,673.8452333395487,673.8452333395487,673.8452333395487,122.48991094183418,122.48991094183418,122.48991094183418,-3.104447713530192,-3.104447713530192,-3.104447713530192,554.4597701112448,554.4597701112448,554.4597701112448,-3.817374517309652,-3.817374517309652,-3.817374517309652,0.0,0.0,0.0,833.1891450128171,69.43242875106809,False,False,False
2021-04-04 17:00:00,162.8995455829598,1200,0,748.5893027425925,833.4212209144282,162.8995455829598,162.8995455829598,627.6936197349509,627.6936197349509,627.6936197349509,635.2912452395283,635.2912452395283,635.2912452395283,101.22822370835132,101.22822370835132,101.22822370835132,-4.681551619378739,-4.681551619378739,-4.681551619378739,538.7445731505557,538.7445731505557,538.7445731505557,-7.597625504577345,-7.597625504577345,-7.597625504577345,0.0,0.0,0.0,790.5931653179107,65.88276377649255,False,False,False
2021-04-12 17:00:00,160.8183428222785,1200,0,652.925130647591,740.0630932054859,160.8183428222785,160.8183428222785,534.5163368258544,534.5163368258544,534.5163368258544,531.1007376480301,531.1007376480301,531.1007376480301,67.20952413477879,67.20952413477879,67.20952413477879,-1.1943996497802856,-1.1943996497802856,-1.1943996497802856,465.0856131630316,465.0856131630316,465.0856131630316,3.4155991778243218,3.4155991778243218,3.4155991778243218,0.0,0.0,0.0,695.3346796481329,57.94455663734441,False,False,False
2021-04-14 17:00:00,160.3015661711172,1200,0,593.2688335990223,677.9049147829503,160.3015661711172,160.3015661711172,476.24658279705255,476.24658279705255,476.24658279705255,470.132454338116,470.132454338116,470.132454338116,16.181474774419954,16.181474774419954,16.181474774419954,1.6881958225762252,1.6881958225762252,1.6881958225762252,452.2627837411198,452.2627837411198,452.2627837411198,6.114128458936564,6.114128458936564,6.114128458936564,0.0,0.0,0.0,636.5481489681697,53.045679080680806,False,False,False
2021-04-15 17:00:00,160.04370496175326,1200,0,617.026254302016,696.9260933833726,160.04370496175326,160.04370496175326,496.0872224770855,496.0872224770855,496.0872224770855,493.31292534926354,493.31292534926354,493.31292534926354,52.32634307134079,52.32634307134079,52.32634307134079,5.499530261710214,5.499530261710214,5.499530261710214,435.48705201621254,435.48705201621254,435.48705201621254,2.7742971278219852,2.7742971278219852,2.7742971278219852,0.0,0.0,0.0,656.1309274388387,54.67757728656989,False,False,False
2021-04-17 17:00:00,159.52903541351327,1200,0,575.7385008294629,661.426435857912,159.52903541351327,159.52903541351327,458.139430593838,458.139430593838,458.139430593838,461.9568051111397,461.9568051111397,461.9568051111397,43.82166817794765,43.82166817794765,43.82166817794765,2.12335967807888,2.12335967807888,2.12335967807888,416.0117772551132,416.0117772551132,416.0117772551132,-3.8173745173017934,-3.8173745173017934,-3.8173745173017934,0.0,0.0,0.0,617.6684660073513,51.47237216727928,False,False,False
2021-04-18 17:00:00,159.27222146757182,1200,0,500.8854717746259,586.1181281955052,159.27222146757182,159.27222146757182,382.4531692948302,382.4531692948302,382.4531692948302,390.05079479940105,390.05079479940105,390.05079479940105,20.43381222111652,20.43381222111652,20.43381222111652,0.4615594513606886,0.4615594513606886,0.4615594513606886,369.15542312692384,369.15542312692384,369.15542312692384,-7.597625504570839,-7.597625504570839,-7.597625504570839,0.0,0.0,0.0,541.7253907624021,45.143782563533506,False,False,False
2021-04-20 17:00:00,158.75964402627756,1200,0,503.03550603285504,585.1069407237128,158.75964402627756,158.75964402627756,386.9209053289216,386.9209053289216,386.9209053289216,383.359390977812,383.359390977812,383.359390977812,31.064655837857945,31.064655837857945,31.064655837857945,0.9755785021557705,0.9755785021557705,0.9755785021557705,351.31915663779824,351.31915663779824,351.31915663779824,3.5615143511096305,3.5615143511096305,3.5615143511096305,0.0,0.0,0.0,545.6805493551992,45.47337911293327,False,False,False
2021-05-05 17:00:00,154.95974617314707,1200,0,376.9566703935458,465.26733002465846,154.95974617314707,154.95974617314707,265.44506858426604,265.44506858426604,265.44506858426604,259.3309401253076,259.3309401253076,259.3309401253076,48.07400562464423,48.07400562464423,48.07400562464423,4.6525670530137715,4.6525670530137715,4.6525670530137715,206.60436744764965,206.60436744764965,206.60436744764965,6.1141284589584455,6.1141284589584455,6.1141284589584455,0.0,0.0,0.0,420.4048147574131,35.03373456311776,False,False,False
2021-05-06 17:00:00,154.70919424765583,1200,0,354.8620769133319,441.8898597004582,154.70919424765583,154.70919424765583,244.39112249404323,244.39112249404323,244.39112249404323,241.61682536621745,241.61682536621745,241.61682536621745,31.064655837857945,31.064655837857945,31.064655837857945,6.550932865609244,6.550932865609244,6.550932865609244,204.00123666275024,204.00123666275024,204.00123666275024,2.774297127825804,2.774297127825804,2.774297127825804,0.0,0.0,0.0,399.1003167416991,33.25835972847492,False,False,False
2021-05-08 17:00:00,154.20912582506654,1200,0,340.4873985195778,424.53520054014643,154.20912582506654,154.20912582506654,228.1810493801631,228.1810493801631,228.1810493801631,231.998423897456,231.998423897456,231.998423897456,35.31699328455452,35.31699328455452,35.31699328455452,3.864015100089498,3.864015100089498,3.864015100089498,192.817415512812,192.817415512812,192.817415512812,-3.8173745172929383,-3.8173745172929383,-3.8173745172929383,0.0,0.0,0.0,382.39017520522964,31.865847933769135,False,False,False
2021-05-12 17:00:00,153.21312277980934,1200,0,271.5313207636829,351.36853993957646,153.21312277980934,153.21312277980934,159.4394470947885,159.4394470947885,159.4394470947885,153.32531863580863,153.32531863580863,153.32531863580863,-5.080212459062895,-5.080212459062895,-5.080212459062895,4.538665104258044,4.538665104258044,4.538665104258044,153.8668659906135,153.8668659906135,153.8668659906135,6.114128458979869,6.114128458979869,6.114128458979869,0.0,0.0,0.0,312.6525698745978,26.05438082288315,False,False,False
2021-05-13 17:00:00,152.96498157338445,1200,0,275.18459926630567,361.5342538321284,152.96498157338445,152.96498157338445,166.15037499901433,166.15037499901433,166.15037499901433,163.37607787120712,163.37607787120712,163.37607787120712,24.68614966781309,24.68614966781309,24.68614966781309,6.708643256194099,6.708643256194099,6.708643256194099,131.98128494719992,131.98128494719992,131.98128494719992,2.7742971278072193,2.7742971278072193,2.7742971278072193,0.0,0.0,0.0,319.1153565723988,26.592946381033233,False,False,False
2021-05-26 17:00:00,149.7702778444367,1200,0,174.12451669076972,260.12602843952857,149.7702778444367,149.7702778444367,67.2846401486318,67.2846401486318,67.2846401486318,61.17051168966366,61.17051168966366,61.17051168966366,16.181474774419954,16.181474774419954,16.181474774419954,6.334811219252222,6.334811219252222,6.334811219252222,38.654225695991485,38.654225695991485,38.654225695991485,6.114128458968141,6.114128458968141,6.114128458968141,0.0,0.0,0.0,217.0549179930685,18.08790983275571,False,False,False
2021-06-02 17:00:00,148.07359470896594,1200,0,113.82725822116895,202.31085107018373,148.07359470896594,148.07359470896594,12.45439142524105,12.45439142524105,12.45439142524105,6.340262966278771,6.340262966278771,6.340262966278771,1.2982937109819592,1.2982937109819592,1.2982937109819592,7.073713604770152,7.073713604770152,7.073713604770152,-2.0317443494733403,-2.0317443494733403,-2.0317443494733403,6.114128458962277,6.114128458962277,6.114128458962277,0.0,0.0,0.0,160.527986134207,13.377332177850585,False,False,False
2021-06-10 17:00:00,146.15402983029406,1200,0,78.18303567909481,161.782934653776,146.15402983029406,146.15402983029406,-25.280021207242022,-25.280021207242022,-25.280021207242022,-28.054318335072217,-28.054318335072217,-28.054318335072217,-11.458718629107748,-11.458718629107748,-11.458718629107748,7.996611445970412,7.996611445970412,7.996611445970412,-24.592211151934883,-24.592211151934883,-24.592211151934883,2.774297127830196,2.774297127830196,2.774297127830196,0.0,0.0,0.0,120.87400862305205,10.072834051921003,False,False,False
2021-06-11 17:00:00,145.91559706679723,1200,0,66.76658968713632,151.10699683855168,145.91559706679723,145.91559706679723,-37.943259961802255,-37.943259961802255,-37.943259961802255,-33.49272086796508,-33.49272086796508,-33.49272086796508,-7.206381182411178,-7.206381182411178,-7.206381182411178,7.5614475904677585,7.5614475904677585,7.5614475904677585,-33.84778727602167,-33.84778727602167,-33.84778727602167,-4.45053909383717,-4.45053909383717,-4.45053909383717,0.0,0.0,0.0,107.97233710499498,8.997694758749581,False,False,False
2021-06-20 17:00:00,143.7847508448546,1200,0,23.561700914160404,111.32309445157837,143.7847508448546,143.7847508448546,-75.92587877702357,-75.92587877702357,-75.92587877702357,-68.32825327246381,-68.32825327246381,-68.32825327246381,-11.458718629107748,-11.458718629107748,-11.458718629107748,7.733760794995655,7.733760794995655,7.733760794995655,-64.60329543835172,-64.60329543835172,-64.60329543835172,-7.597625504559749,-7.597625504559749,-7.597625504559749,0.0,0.0,0.0,67.85887206783104,5.654906005652587,False,False,False
2021-06-22 17:00:00,143.31489494351788,1200,0,39.318567700636926,123.56933800916292,143.31489494351788,143.31489494351788,-64.04515783694397,-64.04515783694397,-64.04515783694397,-67.60667218806657,-67.60667218806657,-67.60667218806657,-11.458718629107748,-11.458718629107748,-11.458718629107748,7.876868371637468,7.876868371637468,7.876868371637468,-64.02482193059629,-64.02482193059629,-64.02482193059629,3.5615143511226055,3.5615143511226055,3.5615143511226055,0.0,0.0,0.0,79.26973710657391,6.605811425547826,False,False,False
2021-07-02 17:00:00,140.98548343064954,1200,0,7.123470286769462,92.45970677501721,140.98548343064954,140.98548343064954,-89.64013073909172,-89.64013073909172,-89.64013073909172,-85.1895916452487,-85.1895916452487,-85.1895916452487,-9.332549905759464,-9.332549905759464,-9.332549905759464,8.125116208669183,8.125116208669183,8.125116208669183,-83.98215794815843,-83.98215794815843,-83.98215794815843,-4.450539093843017,-4.450539093843017,-4.450539093843017,0.0,0.0,0.0,51.34535269155782,4.278779390963152,False,False,False
2021-07-04 17:00:00,140.52355789265283,1200,0,3.007158820070242,86.27182463109203,140.52355789265283,140.52355789265283,-95.60284076689055,-95.60284076689055,-95.60284076689055,-88.00521526231954,-88.00521526231954,-88.00521526231954,-11.458718629107748,-11.458718629107748,-11.458718629107748,8.014134822702063,8.014134822702063,8.014134822702063,-84.56063145591385,-84.56063145591385,-84.56063145591385,-7.597625504571023,-7.597625504571023,-7.597625504571023,0.0,0.0,0.0,44.92071712576228,3.7433930938135234,False,False,False
2021-07-05 17:00:00,140.29308775830327,1200,0,14.281333757579203,101.42602579548125,140.29308775830327,140.29308775830327,-82.48389130069341,-82.48389130069341,-82.48389130069341,-85.89949047849151,-85.89949047849151,-85.89949047849151,-9.332549905759464,-9.332549905759464,-9.332549905759464,7.993690883181805,7.993690883181805,7.993690883181805,-84.56063145591385,-84.56063145591385,-84.56063145591385,3.415599177798094,3.415599177798094,3.415599177798094,0.0,0.0,0.0,57.80919645760986,4.817433038134155,False,False,False
2021-07-07 17:00:00,139.83313124529468,1200,0,16.84364622985299,96.77134795280155,139.83313124529468,139.83313124529468,-84.8652637794662,-84.8652637794662,-84.8652637794662,-90.97939223844618,-90.97939223844618,-90.97939223844618,-11.458718629107748,-11.458718629107748,-11.458718629107748,8.028737636645106,8.028737636645106,8.028737636645106,-87.54941124598353,-87.54941124598353,-87.54941124598353,6.114128458979982,6.114128458979982,6.114128458979982,0.0,0.0,0.0,54.967867465828476,4.580655622152372,False,False,False
2021-07-09 17:00:00,139.37448438524763,1200,0,0.893542099234833,82.06671350670086,139.37448438524763,139.37448438524763,-98.31645774548035,-98.31645774548035,-98.31645774548035,-93.86591865164608,-93.86591865164608,-93.86591865164608,-11.458718629107748,-11.458718629107748,-11.458718629107748,8.034578762222322,8.034578762222322,8.034578762222322,-90.44177878476066,-90.44177878476066,-90.44177878476066,-4.450539093834269,-4.450539093834269,-4.450539093834269,0.0,0.0,0.0,41.05802663976728,3.4215022199806064,False,False,False
2021-07-11 17:00:00,138.91714474888906,1200,0,-2.3812127328782235,81.18795371613844,138.91714474888906,138.91714474888906,-102.3895983150823,-102.3895983150823,-102.3895983150823,-94.7919728105144,-94.7919728105144,-94.7919728105144,-11.458718629107748,-11.458718629107748,-11.458718629107748,7.783410362401998,7.783410362401998,7.783410362401998,-91.11666454380864,-91.11666454380864,-91.11666454380864,-7.5976255045679055,-7.5976255045679055,-7.5976255045679055,0.0,0.0,0.0,36.52754643380676,3.04396220281723,False,False,False
2021-07-15 17:00:00,138.00604033951174,1200,0,2.6825965599143475,88.92537305056729,138.00604033951174,138.00604033951174,-91.28155914289638,-91.28155914289638,-91.28155914289638,-94.05585627071112,-94.05585627071112,-94.05585627071112,-11.458718629107748,-11.458718629107748,-11.458718629107748,8.133877897035008,8.133877897035008,8.133877897035008,-90.73101553863837,-90.73101553863837,-90.73101553863837,2.7742971278147306,2.7742971278147306,2.7742971278147306,0.0,0.0,0.0,46.72448119661536,3.893706766384613,False,False,False
2021-08-10 17:00:00,132.20348681210814,1200,0,18.158840590711332,102.59495894198275,132.20348681210814,132.20348681210814,-72.16296356668744,-72.16296356668744,-72.16296356668744,-75.72447791780625,-75.72447791780625,-75.72447791780625,-5.080212459062895,-5.080212459062895,-5.080212459062895,6.203385893764843,6.203385893764843,6.203385893764843,-76.84765135250821,-76.84765135250821,-76.84765135250821,3.561514351118811,3.561514351118811,3.561514351118811,0.0,0.0,0.0,60.0405232454207,5.003376937118391,False,False,False
